timestamp,equity,wallet_balance,unrealized_pnl,margin_used,available_balance,drawdown_usd,drawdown_pct
2024-01-01T01:01:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:02:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:03:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:04:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:05:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:06:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:07:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:08:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:09:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:10:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:11:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:12:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:13:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:14:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:15:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:16:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:17:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:18:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:19:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:20:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:21:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:22:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:23:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:24:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:25:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:26:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:27:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:28:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:29:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:30:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:31:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:32:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:33:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:34:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:35:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:36:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:37:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:38:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:39:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:40:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:41:00+00:00,9974.3164,9998.7305,-24.4141,1269.5312,8729.1992,25.6836,0.2568
2024-01-01T01:42:00+00:00,10169.6289,9998.7305,170.8984,1269.5312,8729.1992,0.0,0.0
2024-01-01T01:43:00+00:00,10023.1445,9998.7305,24.4141,1269.5312,8729.1992,146.4844,1.4404
2024-01-01T01:44:00+00:00,10023.1445,9998.7305,24.4141,1269.5312,8729.1992,146.4844,1.4404
2024-01-01T01:45:00+00:00,10023.1445,9998.7305,24.4141,1269.5312,8729.1992,146.4844,1.4404
2024-01-01T01:46:00+00:00,9998.7305,9998.7305,0.0,1269.5312,8729.1992,170.8984,1.6805
2024-01-01T01:47:00+00:00,10352.5377,10118.1627,234.375,761.7187,9356.4439,0.0,0.0
2024-01-01T01:48:00+00:00,10337.8892,10118.1627,219.7266,761.7187,9356.4439,14.6484,0.1415
2024-01-01T01:49:00+00:00,10337.8892,10118.1627,219.7266,761.7187,9356.4439,14.6484,0.1415
2024-01-01T01:50:00+00:00,10337.8892,10118.1627,219.7266,761.7187,9356.4439,14.6484,0.1415
2024-01-01T01:51:00+00:00,10323.2408,10118.1627,205.0781,761.7187,9356.4439,29.2969,0.283
2024-01-01T01:52:00+00:00,10510.0941,10297.6918,212.4023,380.8594,9916.8324,0.0,0.0
2024-01-01T01:53:00+00:00,10495.4457,10297.6918,197.7539,380.8594,9916.8324,14.6484,0.1394
2024-01-01T01:54:00+00:00,10495.4457,10297.6918,197.7539,380.8594,9916.8324,14.6484,0.1394
2024-01-01T01:55:00+00:00,10495.4457,10297.6918,197.7539,380.8594,9916.8324,14.6484,0.1394
2024-01-01T01:56:00+00:00,10451.5004,10297.6918,153.8086,380.8594,9916.8324,58.5938,0.5575
2024-01-01T01:57:00+00:00,10517.4184,10297.6918,219.7266,380.8594,9916.8324,0.0,0.0
2024-01-01T01:58:00+00:00,10488.1215,10297.6918,190.4297,380.8594,9916.8324,29.2969,0.2786
2024-01-01T01:59:00+00:00,10488.1215,10297.6918,190.4297,380.8594,9916.8324,29.2969,0.2786
2024-01-01T02:00:00+00:00,10488.1215,10297.6918,190.4297,380.8594,9916.8324,29.2969,0.2786
2024-01-01T02:01:00+00:00,10449.2125,10449.2125,0.0,0.0,10449.2125,68.2059,0.6485
2024-01-01T02:02:00+00:00,10449.2125,10449.2125,0.0,0.0,10449.2125,68.2059,0.6485
2024-01-01T02:03:00+00:00,10449.2125,10449.2125,0.0,0.0,10449.2125,68.2059,0.6485
2024-01-01T02:04:00+00:00,10449.2125,10449.2125,0.0,0.0,10449.2125,68.2059,0.6485
2024-01-01T02:05:00+00:00,10449.2125,10449.2125,0.0,0.0,10449.2125,68.2059,0.6485
