timestamp,equity,wallet_balance,unrealized_pnl,margin_used,available_balance,drawdown_usd,drawdown_pct
2024-01-01T01:01:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:02:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:03:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:04:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:05:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:06:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:07:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:08:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:09:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:10:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:11:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:12:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:13:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:14:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:15:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:16:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:17:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:18:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:19:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:20:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:21:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:22:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:23:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:24:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:25:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:26:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:27:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:28:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:29:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:30:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:31:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:32:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:33:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:34:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:35:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:36:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:37:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:38:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:39:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:40:00+00:00,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0
2024-01-01T01:41:00+00:00,9974.3453,9998.5936,-24.2483,1406.4016,8592.192,25.6547,0.2565
2024-01-01T01:42:00+00:00,10168.3317,9998.5936,169.7381,1406.4016,8592.192,0.0,0.0
2024-01-01T01:43:00+00:00,10022.8419,9998.5936,24.2483,1406.4016,8592.192,145.4898,1.4308
2024-01-01T01:44:00+00:00,10022.8419,9998.5936,24.2483,1406.4016,8592.192,145.4898,1.4308
2024-01-01T01:45:00+00:00,10022.8419,9998.5936,24.2483,1406.4016,8592.192,145.4898,1.4308
2024-01-01T01:46:00+00:00,9998.5936,9998.5936,0.0,1406.4016,8592.192,169.7381,1.6693
2024-01-01T01:47:00+00:00,10350.8747,10118.091,232.7837,843.8409,9274.2501,0.0,0.0
2024-01-01T01:48:00+00:00,10336.3258,10118.091,218.2347,843.8409,9274.2501,14.549,0.1406
2024-01-01T01:49:00+00:00,10336.3258,10118.091,218.2347,843.8409,9274.2501,14.549,0.1406
2024-01-01T01:50:00+00:00,10336.3258,10118.091,218.2347,843.8409,9274.2501,14.549,0.1406
2024-01-01T01:51:00+00:00,10321.7768,10118.091,203.6857,843.8409,9274.2501,29.098,0.2811
2024-01-01T01:52:00+00:00,10508.7194,10297.7591,210.9602,421.9205,9875.8387,0.0,0.0
2024-01-01T01:53:00+00:00,10494.1704,10297.7591,196.4113,421.9205,9875.8387,14.549,0.1384
2024-01-01T01:54:00+00:00,10494.1704,10297.7591,196.4113,421.9205,9875.8387,14.549,0.1384
2024-01-01T01:55:00+00:00,10494.1704,10297.7591,196.4113,421.9205,9875.8387,14.549,0.1384
2024-01-01T01:56:00+00:00,10450.5234,10297.7591,152.7643,421.9205,9875.8387,58.1959,0.5538
2024-01-01T01:57:00+00:00,10515.9938,10297.7591,218.2347,421.9205,9875.8387,0.0,0.0
2024-01-01T01:58:00+00:00,10486.8959,10297.7591,189.1368,421.9205,9875.8387,29.098,0.2767
2024-01-01T01:59:00+00:00,10486.8959,10297.7591,189.1368,421.9205,9875.8387,29.098,0.2767
2024-01-01T02:00:00+00:00,10486.8959,10297.7591,189.1368,421.9205,9875.8387,29.098,0.2767
2024-01-01T02:01:00+00:00,10448.795,10448.795,0.0,0.0,10448.795,67.1988,0.639
2024-01-01T02:02:00+00:00,10448.795,10448.795,0.0,0.0,10448.795,67.1988,0.639
2024-01-01T02:03:00+00:00,10448.795,10448.795,0.0,0.0,10448.795,67.1988,0.639
2024-01-01T02:04:00+00:00,10448.795,10448.795,0.0,0.0,10448.795,67.1988,0.639
2024-01-01T02:05:00+00:00,10448.795,10448.795,0.0,0.0,10448.795,67.1988,0.639
